,AC,AF,AR,AS,AST,AY,AwayTeam,Date,Div,FTAG,FTHG,FTR,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,Referee,WHA,WHD,WHH,HomeLastWin,VisitorLastWin,HmLasthlll,VisLasthlll,Hmdwl,Visdwl,HomeWinStreak,VisitorWinStreak,HomeUnbeatenStreak,VisitorUnbeatenStreak,HomeLosingStreak,VisitorLosingStreak,prev_HS,prev_AS,prev_HST,prev_AST,prev_HC,prev_AC,AtHomeWinStreak,HomeWinAgainstVisitor,HomeWinAgainstVisitorStreak,VisitorWinAgainstHomeStreak,VisitorWPLast5,HomeWPLast5,VisitorWPALast5,HomeWPHLast5,HomeWinAgainstVisitorL5,VisitorWinAgainstHomeL5
1786,1.0,17.0,0.0,6.0,3.0,2.0,Crystal Palace,14/02/05,E0,1.0,5.0,H,5.0,8.0,0.0,17.0,12.0,0.0,3.0,H,1.0,Arsenal,9.0,4.5,1.25,R Styles,12.0,5.5,1.16,1,0,0,0,0,0,1,0,1,0,0,1,15.0,17.0,6.0,7.0,2.0,6.0,0,0,0,0,0.4,0.6,0.2,0.8,0.0,0.0
1787,3.0,15.0,0.0,11.0,7.0,3.0,Southampton,22/02/05,E0,0.0,0.0,D,7.0,15.0,0.0,9.0,4.0,0.0,0.0,D,2.0,West Brom,3.0,2.9,2.2,M Riley,2.8,3.2,2.2,0,0,0,0,0,0,0,0,0,1,1,0,15.0,21.0,8.0,9.0,3.0,8.0,0,1,0,1,0.2,0.2,0.0,0.2,0.5,0.5
1788,7.0,17.0,0.0,15.0,9.0,0.0,Everton,26/02/05,E0,3.0,1.0,A,3.0,22.0,0.0,9.0,6.0,1.0,0.0,A,3.0,Aston Villa,3.1,3.0,2.1,G Poll,3.0,3.1,2.15,1,0,0,0,0,0,1,0,1,0,0,1,6.0,4.0,4.0,2.0,3.0,3.0,0,2,0,2,0.4,0.4,0.4,0.4,0.4,0.6
1789,7.0,15.0,0.0,9.0,5.0,3.0,Birmingham,26/02/05,E0,0.0,2.0,H,4.0,23.0,0.0,8.0,2.0,0.0,1.0,H,3.0,Crystal Palace,2.6,3.0,2.4,P Dowd,2.6,3.1,2.4,0,1,0,0,0,0,0,1,0,1,2,0,6.0,5.0,3.0,3.0,1.0,10.0,0,0,1,0,0.4,0.4,0.4,0.4,1.0,0.0
1790,3.0,15.0,0.0,8.0,4.0,2.0,Portsmouth,26/02/05,E0,1.0,2.0,H,4.0,15.0,0.0,13.0,6.0,0.0,1.0,H,1.0,Man United,10.0,5.0,1.2,M Halsey,11.0,5.0,1.2,1,0,0,0,0,0,5,0,16,0,0,2,10.0,9.0,3.0,3.0,6.0,6.0,2,1,0,2,0.2,1.0,0.4,1.0,0.3333333333333333,0.6666666666666666
1791,5.0,13.0,1.0,17.0,12.0,1.0,Arsenal,26/02/05,E0,1.0,1.0,D,3.0,9.0,1.0,10.0,3.0,1.0,0.0,A,1.0,Southampton,1.6,3.3,4.8,A Wiley,1.53,3.5,5.5,0,1,0,0,0,0,0,2,2,2,0,0,11.0,17.0,7.0,12.0,3.0,5.0,0,0,0,3,0.6,0.2,0.8,0.6,0.2,0.8
1792,2.0,13.0,0.0,8.0,5.0,1.0,Fulham,26/02/05,E0,0.0,2.0,H,13.0,6.0,0.0,18.0,8.0,0.0,0.0,D,0.0,Tottenham,3.5,3.1,1.9,N Barry,4.33,3.3,1.7,1,0,0,0,0,0,1,0,1,0,0,1,18.0,6.0,10.0,2.0,9.0,3.0,1,0,0,4,0.6,0.4,0.4,0.8,0.2,0.8
1793,1.0,15.0,0.0,5.0,2.0,3.0,Charlton,27/02/05,E0,2.0,2.0,D,10.0,10.0,0.0,21.0,18.0,1.0,0.0,A,0.0,Middlesbrough,3.6,3.1,1.85,M Riley,3.5,3.2,1.9,0,0,0,0,0,0,0,0,2,1,0,0,5.0,8.0,2.0,2.0,2.0,2.0,1,0,1,0,0.4,0.4,0.6,0.8,0.3333333333333333,0.6666666666666666
1794,3.0,19.0,0.0,4.0,2.0,2.0,Bolton,27/02/05,E0,1.0,2.0,H,6.0,12.0,0.0,14.0,9.0,1.0,1.0,D,0.0,Newcastle,3.5,3.1,1.9,S Dunn,3.75,3.2,1.83,0,0,0,0,0,0,0,0,2,7,0,0,21.0,13.0,10.0,8.0,7.0,3.0,0,2,0,2,1.0,0.4,0.6,0.4,0.4,0.6
1795,12.0,7.0,0.0,17.0,10.0,2.0,Man City,28/02/05,E0,3.0,2.0,A,3.0,12.0,1.0,5.0,4.0,2.0,2.0,D,2.0,Norwich,2.7,3.0,2.3,R Styles,2.37,3.0,2.7,0,0,0,0,0,0,0,0,0,0,1,1,9.0,9.0,6.0,3.0,3.0,4.0,1,0,0,0,0.4,0.2,0.4,0.4,0.0,0.0
1796,3.0,15.0,0.0,5.0,2.0,2.0,Portsmouth,05/03/05,E0,0.0,3.0,H,7.0,12.0,0.0,11.0,6.0,0.0,1.0,H,0.0,Arsenal,7.5,4.0,1.33,C Foy,8.5,4.2,1.3,0,0,0,0,0,0,0,0,3,0,0,3,17.0,8.0,12.0,4.0,5.0,3.0,1,0,1,0,0.2,0.6,0.2,0.8,1.0,0.0
1797,4.0,6.0,0.0,5.0,1.0,2.0,Middlesbrough,05/03/05,E0,0.0,2.0,H,5.0,8.0,0.0,8.0,4.0,0.0,0.0,D,1.0,Aston Villa,2.9,3.0,2.2,R Styles,2.87,3.1,2.2,0,0,0,0,0,0,0,0,0,3,1,0,9.0,21.0,6.0,18.0,3.0,10.0,0,0,0,1,0.4,0.4,0.2,0.4,0.25,0.75
1798,7.0,9.0,0.0,16.0,9.0,4.0,Man United,05/03/05,E0,0.0,0.0,D,2.0,12.0,1.0,2.0,1.0,0.0,0.0,D,5.0,Crystal Palace,1.55,3.5,4.8,M Clattenburg,1.44,3.6,6.5,1,1,0,0,0,0,1,6,1,17,0,0,8.0,13.0,2.0,6.0,4.0,4.0,1,0,0,1,1.0,0.4,1.0,0.6,0.0,1.0
1799,5.0,12.0,0.0,9.0,6.0,2.0,Charlton,05/03/05,E0,0.0,0.0,D,5.0,9.0,0.0,10.0,5.0,0.0,0.0,D,3.0,Fulham,2.7,3.0,2.3,S Bennett,2.75,3.1,2.3,0,0,0,0,0,0,0,0,0,2,2,0,8.0,5.0,5.0,2.0,2.0,1.0,0,2,0,1,0.4,0.6,0.6,0.4,0.6,0.4
1800,4.0,16.0,0.0,6.0,3.0,2.0,Liverpool,05/03/05,E0,0.0,1.0,H,5.0,11.0,0.0,13.0,4.0,0.0,0.0,D,2.0,Newcastle,2.6,3.0,2.4,H Webb,2.75,3.1,2.3,1,0,0,0,0,0,1,0,3,0,0,1,14.0,6.0,9.0,2.0,6.0,4.0,1,1,0,1,0.4,0.6,0.6,0.6,0.2,0.8
1801,7.0,15.0,0.0,23.0,13.0,2.0,Chelsea,05/03/05,E0,3.0,1.0,A,7.0,14.0,0.0,8.0,5.0,1.0,0.0,A,1.0,Norwich,1.5,3.7,5.0,M Halsey,1.4,3.6,7.5,0,1,0,0,0,0,0,1,0,18,2,0,5.0,25.0,4.0,11.0,3.0,9.0,0,0,0,1,1.0,0.2,1.0,0.4,0.0,1.0
1802,10.0,11.0,0.0,13.0,8.0,2.0,Tottenham,05/03/05,E0,0.0,1.0,H,4.0,7.0,0.0,9.0,4.0,0.0,0.0,D,1.0,Southampton,2.7,2.9,2.4,P Walton,2.5,3.1,2.5,0,1,0,0,0,0,0,2,3,2,0,0,10.0,18.0,3.0,8.0,3.0,13.0,0,4,0,1,0.4,0.2,0.6,0.6,0.6,0.4
1803,3.0,20.0,0.0,11.0,5.0,2.0,Blackburn,06/03/05,E0,1.0,0.0,A,6.0,15.0,0.0,12.0,4.0,0.0,0.0,D,3.0,Everton,4.2,3.2,1.7,P Dowd,4.5,3.3,1.66,1,1,0,0,0,0,1,1,1,1,0,0,15.0,18.0,9.0,13.0,7.0,12.0,0,0,0,2,0.4,0.6,0.6,0.6,0.4,0.6
1804,3.0,18.0,0.0,7.0,0.0,1.0,Birmingham,06/03/05,E0,0.0,2.0,H,13.0,16.0,0.0,12.0,7.0,0.0,0.0,D,1.0,West Brom,2.5,3.0,2.5,S Dunn,2.5,3.1,2.5,0,0,0,0,0,0,0,0,1,0,0,1,9.0,9.0,4.0,5.0,7.0,7.0,0,0,0,2,0.4,0.2,0.2,0.2,0.0,1.0
1805,5.0,21.0,0.0,11.0,3.0,2.0,Bolton,07/03/05,E0,1.0,0.0,A,5.0,10.0,0.0,8.0,3.0,1.0,0.0,A,1.0,Man City,3.2,3.1,2.0,A Wiley,3.1,3.1,2.1,1,0,0,0,0,0,1,0,1,0,0,1,17.0,4.0,10.0,2.0,12.0,3.0,0,2,3,0,0.8,0.6,0.6,0.6,0.8,0.2
1806,3.0,9.0,0.0,7.0,4.0,1.0,West Brom,15/03/05,E0,0.0,1.0,H,8.0,13.0,0.0,23.0,11.0,0.0,1.0,H,0.0,Chelsea,11.0,5.5,1.17,N Barry,12.0,5.5,1.16,1,1,0,0,0,0,2,1,19,2,0,0,23.0,12.0,13.0,7.0,7.0,13.0,0,1,3,0,0.4,1.0,0.0,1.0,1.0,0.0
1807,2.0,16.0,0.0,7.0,4.0,4.0,Tottenham,16/03/05,E0,0.0,2.0,H,5.0,15.0,0.0,5.0,2.0,0.0,1.0,H,1.0,Charlton,2.9,3.0,2.2,C Foy,2.8,3.2,2.2,0,0,0,0,0,0,0,0,3,0,0,1,9.0,13.0,6.0,8.0,5.0,10.0,0,0,1,0,0.4,0.4,0.4,0.6,0.6,0.4
1808,3.0,13.0,0.0,5.0,2.0,1.0,Blackburn,16/03/05,E0,0.0,0.0,D,11.0,12.0,0.0,7.0,2.0,0.0,0.0,D,1.0,Liverpool,4.8,3.5,1.55,B Knight,5.5,3.3,1.57,0,1,0,0,0,0,0,2,0,2,2,0,6.0,11.0,3.0,5.0,4.0,3.0,1,2,3,0,0.4,0.4,0.6,0.6,1.0,0.0
1809,6.0,8.0,0.0,10.0,8.0,1.0,Arsenal,19/03/05,E0,1.0,0.0,A,4.0,21.0,0.0,9.0,2.0,1.0,0.0,A,3.0,Blackburn,1.75,3.2,4.0,G Poll,1.6,3.4,4.8,0,1,0,0,0,0,0,1,3,4,0,0,5.0,11.0,2.0,6.0,3.0,7.0,1,0,0,3,0.8,0.4,0.8,0.4,0.4,0.6
1810,6.0,16.0,0.0,6.0,2.0,1.0,Norwich,19/03/05,E0,0.0,1.0,H,7.0,20.0,0.0,16.0,10.0,0.0,1.0,H,3.0,Bolton,4.8,3.5,1.55,P Walton,5.5,3.3,1.57,1,0,0,0,0,0,1,0,1,0,0,3,11.0,8.0,3.0,5.0,5.0,7.0,0,0,0,1,0.2,0.8,0.0,0.4,0.0,1.0
1811,9.0,8.0,0.0,14.0,9.0,0.0,West Brom,19/03/05,E0,4.0,1.0,A,3.0,11.0,1.0,8.0,5.0,1.0,1.0,D,0.0,Charlton,4.6,3.4,1.6,M Halsey,5.0,3.5,1.57,1,0,0,0,0,0,1,0,4,0,0,1,5.0,7.0,2.0,4.0,5.0,3.0,1,1,3,0,0.4,0.6,0.0,0.6,1.0,0.0
1812,4.0,16.0,0.0,6.0,3.0,0.0,Crystal Palace,19/03/05,E0,1.0,4.0,H,10.0,13.0,0.0,20.0,13.0,1.0,1.0,D,1.0,Chelsea,10.0,5.0,1.2,P Dowd,12.0,5.5,1.16,1,0,0,0,0,0,3,0,20,2,0,0,23.0,2.0,11.0,1.0,8.0,2.0,1,0,1,0,0.4,1.0,0.0,1.0,1.0,0.0
1813,3.0,11.0,0.0,10.0,6.0,1.0,Fulham,19/03/05,E0,0.0,1.0,H,18.0,7.0,0.0,19.0,12.0,0.0,1.0,H,0.0,Man United,9.0,4.5,1.25,A D'Urso,9.5,5.0,1.22,0,0,0,0,0,0,0,0,18,1,0,0,16.0,10.0,9.0,5.0,7.0,5.0,3,0,0,1,0.6,1.0,0.2,1.0,0.75,0.25
1814,3.0,19.0,0.0,11.0,6.0,4.0,Newcastle,19/03/05,E0,1.0,1.0,D,4.0,15.0,0.0,13.0,6.0,1.0,1.0,D,5.0,Portsmouth,2.5,3.0,2.5,M Messias,2.37,3.1,2.62,0,1,0,0,0,0,0,2,0,4,4,0,5.0,13.0,2.0,4.0,3.0,5.0,0,0,0,1,0.8,0.2,0.2,0.2,0.0,1.0
1815,4.0,13.0,0.0,11.0,7.0,3.0,Man City,19/03/05,E0,1.0,2.0,H,6.0,13.0,0.0,12.0,9.0,1.0,1.0,D,2.0,Tottenham,3.6,3.1,1.85,B Knight,3.75,3.2,1.83,0,0,0,0,0,0,0,0,0,0,2,1,7.0,8.0,4.0,3.0,2.0,5.0,2,0,1,0,0.4,0.4,0.4,0.8,0.75,0.25
1816,3.0,20.0,0.0,5.0,4.0,3.0,Aston Villa,20/03/05,E0,0.0,2.0,H,2.0,12.0,0.0,10.0,4.0,0.0,0.0,D,3.0,Birmingham,2.7,3.0,2.3,M Riley,2.87,3.0,2.25,0,1,0,0,0,0,0,1,0,1,2,0,7.0,8.0,0.0,4.0,3.0,5.0,2,1,3,0,0.4,0.4,0.2,0.6,1.0,0.0
1817,1.0,15.0,0.0,4.0,2.0,4.0,Everton,20/03/05,E0,1.0,2.0,H,5.0,13.0,1.0,15.0,8.0,0.0,2.0,H,1.0,Liverpool,3.5,3.1,1.9,R Styles,4.0,3.0,1.83,0,0,0,0,0,0,0,0,1,0,0,1,7.0,12.0,2.0,4.0,11.0,6.0,0,1,0,1,0.4,0.4,0.4,0.6,0.8,0.2
1818,6.0,17.0,0.0,12.0,7.0,0.0,Southampton,20/03/05,E0,3.0,1.0,A,3.0,20.0,0.0,14.0,8.0,1.0,1.0,D,0.0,Middlesbrough,3.8,3.1,1.8,U Rennie,4.2,3.0,1.8,0,1,0,0,0,0,0,1,0,4,1,0,5.0,9.0,1.0,4.0,4.0,4.0,0,1,2,0,0.4,0.2,0.0,0.8,0.6,0.4
1819,3.0,11.0,0.0,3.0,1.0,0.0,Norwich,02/04/05,E0,1.0,4.0,H,10.0,8.0,0.0,21.0,15.0,1.0,2.0,H,1.0,Arsenal,10.0,5.0,1.2,A Wiley,12.0,5.5,1.16,1,0,0,0,0,0,2,0,5,0,0,4,10.0,6.0,8.0,2.0,6.0,6.0,2,0,1,0,0.2,0.8,0.0,0.8,1.0,0.0
1820,3.0,10.0,0.0,9.0,5.0,1.0,Tottenham,02/04/05,E0,1.0,1.0,D,3.0,6.0,0.0,14.0,7.0,0.0,0.0,D,0.0,Birmingham,2.7,3.0,2.3,H Webb,2.8,3.2,2.2,1,1,0,0,0,0,1,1,1,1,0,0,10.0,12.0,4.0,9.0,2.0,6.0,3,1,0,2,0.6,0.4,0.2,0.6,0.25,0.75
1821,7.0,8.0,0.0,16.0,8.0,0.0,Man City,02/04/05,E0,2.0,2.0,D,6.0,6.0,0.0,9.0,3.0,2.0,1.0,A,1.0,Charlton,3.5,3.1,1.9,R Styles,3.2,3.2,2.0,0,0,0,0,0,0,0,0,0,0,1,2,8.0,11.0,5.0,7.0,3.0,4.0,0,0,0,2,0.2,0.6,0.4,0.4,0.6,0.4
1822,3.0,19.0,0.0,7.0,5.0,4.0,Middlesbrough,02/04/05,E0,1.0,0.0,A,8.0,6.0,0.0,23.0,13.0,1.0,0.0,A,0.0,Crystal Palace,2.7,3.0,2.3,S Dunn,2.62,3.1,2.37,0,0,0,0,0,0,0,0,0,0,1,2,6.0,14.0,3.0,8.0,4.0,3.0,0,0,0,1,0.2,0.4,0.0,0.6,0.0,1.0
1823,12.0,13.0,0.0,13.0,5.0,3.0,Bolton,02/04/05,E0,0.0,1.0,H,4.0,6.0,0.0,10.0,7.0,0.0,0.0,D,1.0,Liverpool,3.8,3.1,1.8,S Bennett,4.2,3.25,1.72,1,1,0,0,0,0,1,2,2,2,0,0,15.0,16.0,8.0,10.0,5.0,7.0,1,2,0,1,0.8,0.6,0.8,0.6,0.6,0.4
1824,3.0,18.0,0.0,9.0,3.0,2.0,Blackburn,02/04/05,E0,0.0,0.0,D,9.0,21.0,0.0,23.0,9.0,0.0,0.0,D,3.0,Man United,8.5,4.3,1.27,M Riley,9.5,5.0,1.22,1,0,0,0,0,0,1,0,19,0,0,1,19.0,9.0,12.0,2.0,18.0,4.0,4,3,0,1,0.4,1.0,0.6,1.0,0.6,0.4
1825,6.0,24.0,0.0,8.0,5.0,2.0,Aston Villa,02/04/05,E0,3.0,0.0,A,8.0,14.0,3.0,20.0,12.0,1.0,0.0,A,1.0,Newcastle,4.2,3.2,1.7,B Knight,4.5,3.3,1.66,0,0,0,0,0,0,0,0,5,0,0,1,11.0,5.0,6.0,4.0,3.0,3.0,2,2,0,1,0.4,0.8,0.2,0.8,0.75,0.25
1826,3.0,10.0,0.0,12.0,8.0,2.0,Chelsea,02/04/05,E0,3.0,1.0,A,4.0,11.0,0.0,4.0,3.0,2.0,0.0,A,0.0,Southampton,1.65,3.3,4.4,M Halsey,1.5,3.4,6.0,1,1,0,0,0,0,2,4,5,21,0,0,12.0,20.0,7.0,13.0,6.0,10.0,1,0,0,3,1.0,0.6,1.0,0.6,0.2,0.8
1827,5.0,10.0,0.0,8.0,4.0,3.0,Portsmouth,03/04/05,E0,1.0,3.0,H,5.0,14.0,0.0,12.0,7.0,1.0,0.0,A,3.0,Fulham,3.5,3.1,1.9,M Clattenburg,3.5,3.1,1.95,0,0,0,0,0,0,0,0,0,1,1,0,10.0,13.0,6.0,6.0,3.0,4.0,0,1,0,1,0.2,0.4,0.0,0.4,0.5,0.5
1828,7.0,20.0,0.0,8.0,2.0,2.0,Everton,03/04/05,E0,0.0,1.0,H,7.0,15.0,0.0,8.0,4.0,0.0,0.0,D,1.0,West Brom,2.4,3.0,2.6,G Poll,2.37,3.1,2.62,1,0,0,0,0,0,1,0,1,0,0,2,14.0,4.0,9.0,2.0,9.0,1.0,1,0,0,3,0.4,0.6,0.4,0.4,0.0,1.0
1829,2.0,14.0,0.0,9.0,3.0,1.0,Southampton,09/04/05,E0,0.0,3.0,H,4.0,19.0,0.0,15.0,8.0,0.0,1.0,H,2.0,Blackburn,3.5,3.1,1.9,N Barry,3.5,3.1,1.95,0,0,0,0,0,0,0,0,1,0,0,1,9.0,4.0,3.0,3.0,3.0,4.0,0,2,0,2,0.6,0.4,0.2,0.4,0.6,0.4
1830,6.0,14.0,1.0,7.0,4.0,2.0,Fulham,09/04/05,E0,1.0,3.0,H,4.0,6.0,0.0,15.0,10.0,0.0,2.0,H,0.0,Bolton,4.0,3.2,1.75,D Gallagher,4.2,3.25,1.72,0,1,0,0,0,1,0,1,0,1,1,0,13.0,12.0,5.0,7.0,12.0,5.0,1,0,0,5,0.4,0.6,0.2,0.6,0.0,1.0
1831,5.0,12.0,0.0,2.0,1.0,2.0,Birmingham,09/04/05,E0,1.0,1.0,D,8.0,17.0,0.0,19.0,12.0,0.0,0.0,D,2.0,Chelsea,8.5,4.3,1.27,C Foy,10.0,4.5,1.25,1,0,0,0,0,0,5,0,22,2,0,0,12.0,14.0,8.0,7.0,3.0,3.0,2,1,3,0,0.4,1.0,0.0,1.0,1.0,0.0
1832,2.0,11.0,0.0,6.0,1.0,1.0,Liverpool,09/04/05,E0,0.0,1.0,H,5.0,8.0,0.0,11.0,8.0,0.0,0.0,D,1.0,Man City,2.5,3.0,2.5,M Riley,2.37,3.1,2.62,0,1,0,0,0,0,0,2,1,3,0,0,16.0,10.0,8.0,7.0,7.0,4.0,0,0,0,2,0.6,0.2,0.4,0.4,0.2,0.8
1833,3.0,9.0,0.0,7.0,1.0,1.0,Arsenal,09/04/05,E0,1.0,0.0,A,5.0,11.0,0.0,9.0,6.0,0.0,0.0,D,1.0,Middlesbrough,1.75,3.2,4.0,P Dowd,1.61,3.3,5.0,1,1,0,0,0,0,1,3,1,6,0,0,7.0,21.0,5.0,15.0,3.0,10.0,0,0,0,5,1.0,0.4,0.8,0.6,0.0,1.0
1834,4.0,18.0,0.0,16.0,8.0,2.0,Man United,09/04/05,E0,0.0,2.0,H,3.0,19.0,0.0,7.0,5.0,0.0,0.0,D,2.0,Norwich,1.45,3.8,5.4,H Webb,1.4,3.75,7.0,0,0,0,0,0,0,0,0,0,20,5,0,3.0,23.0,1.0,9.0,3.0,9.0,0,0,0,1,1.0,0.0,1.0,0.2,0.0,1.0
1835,4.0,14.0,0.0,8.0,4.0,3.0,Charlton,09/04/05,E0,2.0,4.0,H,5.0,11.0,0.0,13.0,9.0,2.0,2.0,D,1.0,Portsmouth,2.6,3.1,2.3,G Poll,2.62,3.2,2.3,0,0,1,0,0,0,0,0,0,1,1,0,8.0,9.0,4.0,3.0,5.0,6.0,0,0,0,2,0.6,0.0,0.6,0.2,0.0,1.0
1836,5.0,10.0,1.0,7.0,5.0,2.0,West Brom,10/04/05,E0,1.0,1.0,D,5.0,6.0,1.0,14.0,7.0,0.0,1.0,H,1.0,Aston Villa,3.8,3.1,1.8,R Styles,4.33,3.2,1.72,1,1,0,0,0,0,1,2,1,2,0,0,8.0,8.0,5.0,4.0,6.0,7.0,1,1,1,0,0.6,0.6,0.2,0.6,1.0,0.0
1837,9.0,14.0,0.0,11.0,3.0,1.0,Crystal Palace,10/04/05,E0,0.0,4.0,H,4.0,10.0,0.0,13.0,8.0,0.0,1.0,H,1.0,Everton,4.6,3.4,1.6,U Rennie,5.0,3.3,1.61,0,0,0,0,0,0,0,0,0,0,3,2,8.0,23.0,2.0,13.0,7.0,8.0,0,0,1,0,0.2,0.2,0.0,0.4,1.0,0.0
1838,7.0,15.0,0.0,6.0,3.0,2.0,Newcastle,10/04/05,E0,0.0,1.0,H,4.0,9.0,0.0,19.0,6.0,0.0,1.0,H,2.0,Tottenham,3.5,3.1,1.9,S Bennett,3.2,3.2,2.0,0,0,0,0,0,0,0,0,2,0,0,1,9.0,20.0,5.0,12.0,3.0,8.0,3,1,2,0,0.6,0.6,0.2,0.8,0.4,0.6
1839,5.0,12.0,0.0,5.0,4.0,2.0,Portsmouth,16/04/05,E0,0.0,0.0,D,7.0,16.0,0.0,9.0,4.0,0.0,0.0,D,1.0,Birmingham,3.8,3.0,1.85,P Walton,3.75,3.2,1.83,0,1,0,0,0,0,0,1,3,1,0,0,2.0,13.0,1.0,9.0,5.0,5.0,0,1,0,1,0.2,0.4,0.0,0.6,0.5,0.5
1840,2.0,14.0,0.0,11.0,5.0,1.0,Bolton,16/04/05,E0,2.0,1.0,A,8.0,10.0,0.0,18.0,10.0,1.0,1.0,D,0.0,Charlton,2.7,3.0,2.3,A Wiley,2.62,3.2,2.3,0,1,0,0,0,0,0,1,0,1,1,0,8.0,15.0,4.0,10.0,4.0,4.0,0,0,0,2,0.6,0.4,0.6,0.4,0.25,0.75
1841,3.0,21.0,0.0,12.0,8.0,2.0,Norwich,16/04/05,E0,3.0,3.0,D,7.0,17.0,0.0,12.0,10.0,1.0,1.0,D,2.0,Crystal Palace,3.5,3.1,1.9,R Styles,3.2,3.2,2.0,0,1,0,0,0,0,0,1,0,1,3,0,11.0,7.0,3.0,5.0,9.0,3.0,0,0,0,0,0.2,0.2,0.0,0.6,0.0,0.0
1842,8.0,19.0,0.0,7.0,3.0,1.0,Man City,16/04/05,E0,1.0,1.0,D,6.0,9.0,0.0,8.0,3.0,1.0,0.0,A,0.0,Fulham,2.9,3.0,2.2,N Barry,2.75,3.2,2.25,0,1,0,0,0,0,0,1,0,2,1,0,7.0,11.0,4.0,8.0,6.0,5.0,1,0,0,2,0.4,0.2,0.4,0.6,0.0,1.0
1843,3.0,7.0,0.0,9.0,6.0,0.0,Tottenham,16/04/05,E0,2.0,2.0,D,12.0,5.0,0.0,18.0,7.0,1.0,1.0,D,0.0,Liverpool,3.8,3.1,1.8,M Halsey,3.75,3.3,1.8,0,1,0,0,0,0,0,1,0,3,1,0,6.0,19.0,1.0,6.0,2.0,4.0,2,3,0,1,0.6,0.4,0.2,0.6,0.6,0.4
1844,8.0,17.0,0.0,11.0,7.0,2.0,Aston Villa,16/04/05,E0,3.0,2.0,A,5.0,10.0,0.0,16.0,8.0,0.0,2.0,H,1.0,Southampton,2.9,3.0,2.2,A D'Urso,2.87,3.2,2.15,0,0,0,0,0,0,0,0,0,2,2,0,9.0,14.0,3.0,7.0,2.0,5.0,0,0,0,2,0.6,0.4,0.4,0.6,0.2,0.8
1845,2.0,9.0,0.0,5.0,4.0,0.0,Southampton,19/04/05,E0,1.0,1.0,D,5.0,9.0,0.0,22.0,16.0,0.0,1.0,H,2.0,Bolton,4.6,3.4,1.6,M Clattenburg,5.0,3.5,1.57,1,0,0,1,0,0,2,0,2,0,0,3,11.0,16.0,5.0,8.0,2.0,5.0,2,0,2,0,0.4,0.8,0.2,0.8,0.6666666666666666,0.3333333333333333
1846,6.0,12.0,0.0,7.0,2.0,0.0,Fulham,19/04/05,E0,1.0,1.0,D,2.0,11.0,0.0,8.0,4.0,0.0,0.0,D,1.0,Middlesbrough,4.0,3.2,1.75,R Styles,4.2,3.4,1.7,0,0,0,0,0,0,0,0,0,1,1,0,9.0,8.0,6.0,3.0,5.0,6.0,0,2,2,0,0.2,0.4,0.2,0.4,0.6,0.4
1847,5.0,9.0,0.0,12.0,3.0,1.0,Charlton,20/04/05,E0,0.0,0.0,D,6.0,14.0,0.0,13.0,5.0,0.0,0.0,D,0.0,Aston Villa,3.8,3.1,1.8,B Knight,3.6,3.3,1.83,1,0,0,0,1,0,1,0,3,0,0,2,11.0,18.0,7.0,10.0,8.0,8.0,0,4,0,1,0.2,0.6,0.6,0.6,0.6,0.4
1848,6.0,19.0,0.0,4.0,3.0,2.0,Crystal Palace,20/04/05,E0,0.0,1.0,H,11.0,11.0,0.0,18.0,7.0,0.0,1.0,H,3.0,Blackburn,3.7,3.2,1.8,P Walton,3.3,3.3,1.9,1,0,0,0,0,0,1,0,2,1,0,0,15.0,12.0,8.0,10.0,4.0,7.0,1,0,0,0,0.2,0.6,0.0,0.4,0.0,0.0
1849,2.0,16.0,0.0,6.0,4.0,3.0,Arsenal,20/04/05,E0,0.0,0.0,D,2.0,10.0,0.0,9.0,3.0,0.0,0.0,D,1.0,Chelsea,3.2,3.1,2.0,S Bennett,3.5,3.2,1.9,0,1,0,0,0,0,0,4,23,7,0,0,19.0,7.0,12.0,1.0,8.0,3.0,0,0,0,4,1.0,1.0,0.8,1.0,0.0,1.0
1850,5.0,17.0,2.0,16.0,11.0,2.0,Man United,20/04/05,E0,0.0,1.0,H,4.0,18.0,0.0,7.0,3.0,0.0,0.0,D,3.0,Everton,1.85,3.1,3.6,P Dowd,1.83,3.3,3.6,1,0,0,0,0,0,1,0,1,0,0,1,13.0,16.0,8.0,8.0,4.0,4.0,1,0,0,8,0.8,0.4,0.8,0.4,0.0,1.0
1851,3.0,9.0,0.0,5.0,1.0,1.0,Birmingham,20/04/05,E0,0.0,3.0,H,8.0,11.0,0.0,8.0,4.0,0.0,0.0,D,0.0,Man City,3.6,3.1,1.85,M Atkinson,3.3,3.3,1.9,0,0,0,0,0,0,0,0,3,4,0,0,7.0,9.0,3.0,4.0,8.0,7.0,1,1,0,2,0.4,0.4,0.0,0.6,0.5,0.5
1852,6.0,11.0,0.0,24.0,10.0,0.0,Newcastle,20/04/05,E0,1.0,2.0,H,6.0,12.0,0.0,15.0,8.0,0.0,0.0,D,0.0,Norwich,2.5,3.0,2.5,A Marriner,2.5,3.3,2.37,0,0,0,0,0,0,0,0,2,0,0,2,12.0,6.0,8.0,3.0,3.0,7.0,1,0,0,0,0.4,0.2,0.2,0.4,0.0,0.0
