,AC,AF,AR,AS,AST,AY,AwayTeam,Date,Div,FTAG,FTHG,FTR,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,Referee,WHA,WHD,WHH,HomeLastWin,VisitorLastWin,HmLasthlll,VisLasthlll,Hmdwl,Visdwl,HomeWinStreak,VisitorWinStreak,HomeUnbeatenStreak,VisitorUnbeatenStreak,HomeLosingStreak,VisitorLosingStreak,prev_HS,prev_AS,prev_HST,prev_AST,prev_HC,prev_AC,AtHomeWinStreak,HomeWinAgainstVisitor,HomeWinAgainstVisitorStreak,VisitorWinAgainstHomeStreak,VisitorWPLast5,HomeWPLast5,VisitorWPALast5,HomeWPHLast5,HomeWinAgainstVisitorL5,VisitorWinAgainstHomeL5
3754,6.0,9.0,0.0,13.0,10.0,2.0,Everton,14/04/10,E0,2.0,2.0,D,7.0,11.0,0.0,10.0,7.0,1.0,0.0,A,2.0,Aston Villa,3.2,3.2,2.1,M Atkinson,2.8,3.3,2.15,1,0,0,0,0,0,1,0,1,6,0,0,13.0,10.0,9.0,5.0,8.0,2.0,0,2,3,0,0.8,0.8,0.4,0.8,0.8,0.2
3755,6.0,10.0,0.0,19.0,11.0,1.0,Arsenal,14/04/10,E0,1.0,2.0,H,4.0,13.0,0.0,13.0,10.0,0.0,1.0,H,3.0,Tottenham,2.3,3.3,2.9,M Clattenburg,2.25,3.3,2.9,0,1,0,0,0,0,0,1,0,8,1,0,12.0,23.0,9.0,13.0,6.0,10.0,3,0,0,10,1.0,0.8,0.8,1.0,0.0,1.0
3756,3.0,9.0,0.0,6.0,2.0,1.0,Portsmouth,14/04/10,E0,0.0,0.0,D,10.0,16.0,0.0,24.0,14.0,0.0,0.0,D,2.0,Wigan,5.6,3.6,1.55,M Dean,5.0,3.6,1.53,0,0,1,0,0,0,0,0,0,1,2,0,12.0,6.0,7.0,3.0,3.0,1.0,1,1,0,1,0.2,0.2,0.2,0.4,0.4,0.6
3757,1.0,12.0,0.0,11.0,4.0,0.0,Hull,17/04/10,E0,0.0,0.0,D,8.0,11.0,0.0,10.0,7.0,0.0,0.0,D,0.0,Birmingham,4.1,3.5,1.75,M Clattenburg,4.6,3.4,1.8,0,0,0,0,0,0,0,0,0,0,1,2,5.0,11.0,3.0,4.0,4.0,6.0,0,0,1,0,0.2,0.4,0.0,1.0,1.0,0.0
3758,2.0,10.0,0.0,11.0,4.0,2.0,Everton,17/04/10,E0,3.0,2.0,A,4.0,15.0,0.0,15.0,10.0,1.0,0.0,A,3.0,Blackburn,2.55,3.1,2.55,A Marriner,2.6,3.2,2.75,0,0,0,0,0,0,0,0,5,7,0,0,8.0,13.0,7.0,10.0,1.0,6.0,0,0,0,1,0.8,0.6,0.4,1.0,0.2,0.8
3759,9.0,11.0,0.0,5.0,1.0,0.0,Wolves,17/04/10,E0,0.0,0.0,D,5.0,9.0,0.0,11.0,4.0,0.0,0.0,D,1.0,Fulham,3.4,3.1,2.05,M Dean,3.8,3.3,2.0,0,0,0,0,0,0,0,0,2,1,0,0,2.0,10.0,2.0,8.0,1.0,7.0,1,0,0,2,0.4,0.4,0.4,0.8,0.0,1.0
3760,5.0,12.0,0.0,13.0,3.0,1.0,Man United,17/04/10,E0,1.0,0.0,A,7.0,8.0,0.0,8.0,5.0,0.0,0.0,D,2.0,Man City,2.4,3.2,2.7,M Atkinson,2.5,3.4,2.7,1,0,0,0,0,0,3,0,3,1,0,0,17.0,13.0,8.0,6.0,8.0,7.0,2,0,0,3,0.8,0.8,0.8,0.8,0.4,0.6
3761,1.0,5.0,0.0,13.0,8.0,2.0,Bolton,17/04/10,E0,2.0,1.0,A,5.0,10.0,0.0,11.0,5.0,0.0,1.0,H,1.0,Stoke,3.7,3.0,2.0,S Attwell,4.0,3.3,1.95,0,0,0,0,0,0,0,0,3,0,0,4,9.0,7.0,1.0,2.0,6.0,2.0,1,1,1,0,0.2,0.6,0.2,0.6,0.5,0.5
3762,3.0,17.0,0.0,9.0,4.0,2.0,Burnley,17/04/10,E0,1.0,2.0,H,3.0,14.0,0.0,16.0,11.0,0.0,2.0,H,3.0,Sunderland,4.6,3.5,1.65,H Webb,6.0,3.8,1.57,0,1,0,0,0,0,0,1,0,1,1,0,9.0,9.0,7.0,7.0,7.0,1.0,2,0,0,1,0.2,0.6,0.2,0.8,0.0,1.0
3763,4.0,14.0,1.0,9.0,6.0,4.0,Chelsea,17/04/10,E0,1.0,2.0,H,13.0,7.0,0.0,20.0,10.0,0.0,2.0,H,2.0,Tottenham,2.0,3.3,3.3,P Dowd,1.85,3.5,4.2,1,1,0,0,0,0,1,4,1,6,0,0,13.0,18.0,10.0,8.0,4.0,5.0,4,2,0,1,1.0,0.8,0.8,1.0,0.4,0.6
3764,6.0,10.0,0.0,12.0,9.0,0.0,Aston Villa,18/04/10,E0,2.0,1.0,A,7.0,5.0,0.0,16.0,12.0,1.0,1.0,D,0.0,Portsmouth,1.7,3.5,4.4,L Probert,1.62,3.75,5.5,0,0,0,0,0,0,0,0,2,2,0,0,6.0,10.0,2.0,7.0,3.0,7.0,0,0,0,2,0.8,0.2,0.6,0.2,0.4,0.6
3765,3.0,13.0,0.0,11.0,8.0,1.0,Arsenal,18/04/10,E0,2.0,3.0,H,8.0,15.0,0.0,16.0,11.0,1.0,0.0,A,2.0,Wigan,1.55,3.8,5.2,L Mason,1.53,4.0,6.0,0,0,0,0,0,0,0,0,1,0,0,1,24.0,19.0,14.0,11.0,10.0,6.0,0,0,0,8,0.8,0.2,0.6,0.4,0.0,1.0
3766,2.0,12.0,0.0,6.0,2.0,2.0,West Ham,19/04/10,E0,0.0,3.0,H,9.0,8.0,0.0,17.0,8.0,0.0,2.0,H,0.0,Liverpool,8.5,4.8,1.3,P Walton,9.0,4.5,1.36,0,1,0,0,0,0,0,1,3,2,0,0,18.0,10.0,9.0,6.0,10.0,2.0,0,6,3,0,0.2,0.6,0.0,1.0,0.8,0.2
3767,9.0,7.0,0.0,11.0,5.0,2.0,Aston Villa,21/04/10,E0,2.0,0.0,A,11.0,8.0,0.0,14.0,10.0,1.0,0.0,A,2.0,Hull,2.0,3.3,3.3,M Dean,2.2,3.3,3.3,0,1,0,0,0,0,0,1,1,3,0,0,11.0,12.0,4.0,9.0,1.0,6.0,0,0,0,3,0.8,0.2,0.8,0.4,0.0,1.0
3768,1.0,14.0,0.0,3.0,2.0,2.0,Man City,24/04/10,E0,0.0,0.0,D,5.0,13.0,0.0,9.0,4.0,0.0,0.0,D,4.0,Arsenal,3.55,3.4,1.9,M Dean,3.8,3.5,1.95,0,0,1,0,0,0,0,0,0,0,2,1,11.0,8.0,8.0,5.0,3.0,7.0,5,7,0,1,0.6,0.6,0.6,1.0,0.6,0.4
3769,5.0,13.0,0.0,13.0,6.0,1.0,Portsmouth,24/04/10,E0,2.0,2.0,D,12.0,16.0,0.0,14.0,10.0,0.0,2.0,H,1.0,Bolton,5.4,3.7,1.55,H Webb,6.0,4.0,1.53,1,0,0,0,1,0,1,0,1,0,0,1,13.0,16.0,8.0,12.0,1.0,7.0,0,1,1,0,0.2,0.2,0.2,0.6,0.4,0.6
3770,6.0,17.0,1.0,10.0,5.0,3.0,Sunderland,24/04/10,E0,1.0,0.0,A,3.0,12.0,1.0,14.0,8.0,1.0,0.0,A,1.0,Hull,3.1,3.3,2.1,L Probert,3.1,3.3,2.3,0,1,0,0,0,0,0,1,0,1,1,0,14.0,16.0,10.0,11.0,11.0,3.0,0,0,0,3,0.6,0.2,0.0,0.4,0.0,1.0
3771,4.0,10.0,0.0,9.0,3.0,0.0,Tottenham,24/04/10,E0,1.0,3.0,H,4.0,13.0,0.0,15.0,8.0,0.0,0.0,D,1.0,Man United,6.5,3.9,1.45,A Marriner,6.5,4.5,1.44,1,1,0,0,0,0,1,2,2,2,0,0,13.0,20.0,3.0,10.0,5.0,13.0,0,7,13,0,0.8,0.8,0.4,0.8,1.0,0.0
3772,5.0,10.0,0.0,12.0,10.0,2.0,Wigan,24/04/10,E0,2.0,3.0,H,4.0,9.0,0.0,9.0,7.0,1.0,2.0,H,1.0,West Ham,4.0,3.4,1.8,A Wiley,4.5,3.5,1.8,0,1,0,0,0,1,0,1,0,2,1,0,6.0,16.0,2.0,11.0,2.0,8.0,1,1,0,1,0.4,0.2,0.0,0.4,0.6,0.4
3773,4.0,8.0,0.0,12.0,8.0,1.0,Blackburn,24/04/10,E0,1.0,1.0,D,4.0,9.0,0.0,14.0,5.0,1.0,0.0,A,0.0,Wolves,3.3,3.1,2.1,M Clattenburg,3.3,3.2,2.25,0,0,0,0,0,0,0,0,2,0,0,1,5.0,15.0,1.0,10.0,9.0,4.0,0,0,0,2,0.4,0.4,0.2,0.2,0.0,1.0
3774,5.0,16.0,0.0,16.0,14.0,4.0,Birmingham,25/04/10,E0,0.0,1.0,H,7.0,12.0,0.0,10.0,6.0,0.0,0.0,D,1.0,Aston Villa,4.6,3.5,1.65,M Atkinson,6.0,3.8,1.57,1,0,0,0,0,0,2,0,4,1,0,0,11.0,10.0,5.0,7.0,9.0,8.0,0,2,5,0,0.4,0.8,0.2,0.8,1.0,0.0
3775,5.0,11.0,0.0,12.0,10.0,1.0,Liverpool,25/04/10,E0,4.0,0.0,A,4.0,13.0,0.0,12.0,6.0,0.0,0.0,D,2.0,Burnley,1.55,3.7,5.4,P Dowd,1.57,4.0,5.5,0,1,0,0,0,0,0,1,0,4,1,0,9.0,17.0,4.0,8.0,3.0,9.0,0,0,0,1,0.6,0.2,0.2,0.2,0.0,1.0
3776,0.0,12.0,0.0,3.0,2.0,3.0,Stoke,25/04/10,E0,0.0,7.0,H,7.0,14.0,0.0,29.0,18.0,0.0,3.0,H,0.0,Chelsea,14.0,6.2,1.15,S Bennett,21.0,8.0,1.12,0,0,0,1,0,0,0,0,0,0,1,1,9.0,11.0,6.0,5.0,4.0,5.0,3,1,3,0,0.4,0.8,0.4,0.8,1.0,0.0
3777,3.0,12.0,0.0,8.0,6.0,1.0,Fulham,25/04/10,E0,1.0,2.0,H,9.0,7.0,0.0,15.0,9.0,1.0,0.0,A,0.0,Everton,7.0,4.1,1.4,L Mason,8.5,4.33,1.4,1,0,0,0,0,0,1,0,8,3,0,0,11.0,11.0,4.0,4.0,2.0,5.0,0,8,0,1,0.4,0.8,0.0,1.0,0.6,0.4
3778,8.0,10.0,0.0,12.0,7.0,1.0,Burnley,01/05/10,E0,1.0,2.0,H,6.0,11.0,0.0,13.0,4.0,0.0,2.0,H,2.0,Birmingham,5.4,3.7,1.55,P Walton,6.5,4.1,1.5,0,0,0,0,0,0,0,0,0,0,1,2,16.0,12.0,14.0,6.0,5.0,4.0,0,0,0,1,0.2,0.2,0.2,1.0,0.0,1.0
3779,5.0,9.0,0.0,10.0,6.0,2.0,Aston Villa,01/05/10,E0,1.0,3.0,H,13.0,6.0,0.0,17.0,12.0,1.0,2.0,H,1.0,Man City,3.8,3.4,1.85,M Clattenburg,4.2,3.6,1.83,0,1,0,0,0,0,0,3,1,5,0,0,3.0,10.0,2.0,6.0,1.0,7.0,0,2,1,0,0.8,0.6,0.8,0.6,0.6,0.4
3780,9.0,13.0,0.0,18.0,11.0,1.0,Wolves,01/05/10,E0,1.0,3.0,H,7.0,10.0,0.0,12.0,8.0,1.0,2.0,H,0.0,Portsmouth,2.8,3.2,2.3,M Jones,2.9,3.3,2.4,0,0,0,0,0,0,0,0,1,3,0,0,13.0,14.0,6.0,5.0,5.0,4.0,0,0,1,0,0.4,0.2,0.4,0.2,1.0,0.0
3781,5.0,10.0,0.0,11.0,9.0,0.0,Everton,01/05/10,E0,0.0,0.0,D,6.0,10.0,0.0,12.0,6.0,0.0,0.0,D,0.0,Stoke,2.1,3.3,3.1,H Webb,2.05,3.3,3.6,0,1,0,0,0,1,0,2,0,9,2,0,3.0,15.0,2.0,9.0,0.0,9.0,0,0,0,2,1.0,0.4,0.6,0.4,0.0,1.0
3782,7.0,10.0,0.0,11.0,7.0,3.0,Bolton,01/05/10,E0,0.0,1.0,H,11.0,11.0,0.0,25.0,12.0,0.0,1.0,H,0.0,Tottenham,12.0,5.5,1.2,C Foy,12.0,5.5,1.25,0,0,0,0,0,0,0,0,0,2,1,0,9.0,14.0,3.0,10.0,4.0,12.0,5,3,0,1,0.2,0.6,0.4,1.0,0.6,0.4
3783,3.0,14.0,0.0,7.0,5.0,0.0,West Ham,02/05/10,E0,2.0,3.0,H,9.0,10.0,0.0,5.0,3.0,0.0,1.0,H,0.0,Fulham,3.3,3.1,2.1,A Marriner,3.2,3.25,2.25,0,1,1,0,0,0,0,1,0,1,1,0,8.0,9.0,6.0,7.0,3.0,4.0,0,0,0,8,0.4,0.2,0.0,0.8,0.0,1.0
3784,5.0,7.0,0.0,15.0,11.0,2.0,Chelsea,02/05/10,E0,2.0,0.0,A,9.0,7.0,0.0,7.0,2.0,1.0,0.0,A,1.0,Liverpool,1.85,3.4,3.8,A Wiley,1.85,3.6,4.0,1,1,0,0,0,0,2,1,5,1,0,0,12.0,29.0,10.0,18.0,5.0,7.0,1,2,0,1,0.8,0.8,0.6,1.0,0.6,0.4
3785,4.0,9.0,0.0,14.0,9.0,2.0,Man United,02/05/10,E0,1.0,0.0,A,9.0,10.0,0.0,10.0,2.0,1.0,0.0,A,3.0,Sunderland,1.35,4.5,7.3,S Bennett,1.36,4.8,8.0,1,1,0,0,0,0,2,2,2,3,0,0,10.0,15.0,5.0,8.0,6.0,4.0,3,0,0,10,0.8,0.6,0.8,0.8,0.0,1.0
3786,8.0,15.0,0.0,6.0,4.0,2.0,Arsenal,03/05/10,E0,1.0,2.0,H,5.0,19.0,0.0,11.0,7.0,1.0,1.0,D,2.0,Blackburn,2.1,3.1,3.3,M Atkinson,2.05,3.4,3.5,0,0,0,0,0,0,0,0,1,1,0,0,12.0,9.0,8.0,4.0,4.0,5.0,0,0,0,6,0.6,0.4,0.4,0.8,0.0,1.0
3787,1.0,14.0,0.0,6.0,3.0,0.0,Hull,03/05/10,E0,2.0,2.0,D,8.0,11.0,0.0,13.0,7.0,1.0,1.0,D,2.0,Wigan,4.0,3.4,1.8,P Dowd,4.8,3.5,1.75,0,0,0,0,0,0,0,0,0,0,1,2,12.0,14.0,10.0,8.0,5.0,3.0,1,1,0,1,0.2,0.4,0.0,0.6,0.6666666666666666,0.3333333333333333
3788,3.0,6.0,0.0,5.0,2.0,3.0,Stoke,05/05/10,E0,1.0,0.0,A,8.0,7.0,0.0,12.0,6.0,0.0,0.0,D,1.0,Fulham,3.4,3.2,2.0,P Walton,3.6,3.3,2.05,1,0,0,0,0,0,1,0,1,1,0,0,5.0,12.0,3.0,6.0,9.0,6.0,1,1,0,1,0.4,0.4,0.4,0.8,0.5,0.5
3789,7.0,14.0,0.0,10.0,6.0,3.0,Tottenham,05/05/10,E0,1.0,0.0,A,9.0,12.0,0.0,10.0,5.0,0.0,0.0,D,0.0,Man City,3.7,3.3,1.9,S Bennett,3.75,3.4,2.0,1,1,0,0,0,0,1,1,2,1,0,0,17.0,25.0,12.0,12.0,13.0,11.0,1,0,0,3,0.6,0.8,0.4,0.6,0.2,0.8
3790,2.0,10.0,0.0,5.0,2.0,2.0,Fulham,09/05/10,E0,0.0,4.0,H,5.0,11.0,0.0,16.0,11.0,0.0,3.0,H,2.0,Arsenal,14.0,6.2,1.15,M Jones,15.0,7.0,1.17,0,0,0,0,0,0,0,0,0,0,1,1,6.0,12.0,4.0,6.0,8.0,8.0,0,6,1,0,0.4,0.4,0.0,1.0,0.8,0.2
3791,5.0,12.0,0.0,9.0,3.0,1.0,Blackburn,09/05/10,E0,1.0,0.0,A,11.0,14.0,0.0,16.0,12.0,0.0,0.0,D,2.0,Aston Villa,5.7,3.8,1.5,S Bennett,6.0,4.0,1.53,0,1,0,0,0,0,0,1,0,2,1,0,10.0,11.0,6.0,7.0,5.0,5.0,1,4,0,1,0.6,0.8,0.2,0.8,0.8,0.2
3792,6.0,17.0,0.0,10.0,5.0,5.0,Birmingham,09/05/10,E0,1.0,2.0,H,3.0,14.0,0.0,14.0,8.0,0.0,1.0,H,2.0,Bolton,3.0,3.2,2.2,K Friend,3.3,3.25,2.2,0,1,0,0,0,0,0,1,0,1,1,0,11.0,13.0,7.0,4.0,7.0,6.0,0,2,2,0,0.2,0.2,0.2,0.6,0.6,0.4
3793,6.0,8.0,0.0,16.0,11.0,0.0,Tottenham,09/05/10,E0,2.0,4.0,H,5.0,9.0,0.0,16.0,12.0,2.0,1.0,A,0.0,Burnley,1.4,4.1,7.0,M Dean,1.5,4.0,7.0,0,1,0,0,0,0,0,2,0,2,3,0,12.0,10.0,7.0,6.0,8.0,7.0,0,0,0,1,0.8,0.2,0.6,0.0,0.0,1.0
3794,3.0,9.0,1.0,4.0,3.0,2.0,Wigan,09/05/10,E0,0.0,8.0,H,2.0,14.0,0.0,17.0,10.0,0.0,2.0,H,2.0,Chelsea,25.0,10.0,1.05,M Atkinson,21.0,9.0,1.1,1,0,0,0,0,0,2,0,2,1,0,0,15.0,13.0,11.0,7.0,5.0,8.0,4,3,0,1,0.4,0.8,0.0,0.8,0.8,0.2
3795,1.0,11.0,0.0,10.0,4.0,0.0,Portsmouth,09/05/10,E0,0.0,1.0,H,14.0,12.0,0.0,21.0,13.0,0.0,0.0,D,0.0,Everton,8.5,4.8,1.3,P Walton,10.0,5.5,1.29,0,1,0,0,0,0,0,1,10,2,0,0,11.0,12.0,9.0,8.0,5.0,7.0,1,0,1,0,0.4,1.0,0.2,1.0,0.6,0.4
3796,6.0,11.0,0.0,19.0,7.0,0.0,Liverpool,09/05/10,E0,0.0,0.0,D,2.0,15.0,0.0,11.0,6.0,0.0,0.0,D,1.0,Hull,1.5,3.9,5.5,A Marriner,1.53,4.0,6.0,0,0,0,0,0,0,0,0,1,0,0,1,6.0,7.0,3.0,2.0,1.0,9.0,0,0,0,2,0.6,0.2,0.4,0.2,0.0,1.0
3797,2.0,4.0,0.0,4.0,4.0,0.0,Stoke,09/05/10,E0,0.0,4.0,H,10.0,10.0,0.0,18.0,13.0,0.0,2.0,H,2.0,Man United,15.0,7.3,1.1,M Clattenburg,21.0,8.5,1.11,1,1,0,0,0,0,3,1,4,2,0,0,14.0,5.0,9.0,2.0,4.0,3.0,1,1,3,0,0.6,0.8,0.6,0.8,1.0,0.0
3798,3.0,7.0,0.0,17.0,6.0,0.0,Man City,09/05/10,E0,1.0,1.0,D,4.0,12.0,0.0,12.0,8.0,1.0,1.0,D,2.0,West Ham,1.9,3.4,3.55,H Webb,1.83,3.5,4.33,0,0,0,0,0,0,0,0,0,0,1,1,7.0,10.0,5.0,5.0,3.0,9.0,2,1,0,1,0.6,0.4,0.6,0.4,0.2,0.8
3799,1.0,19.0,2.0,11.0,5.0,2.0,Sunderland,09/05/10,E0,1.0,2.0,H,4.0,11.0,0.0,14.0,7.0,1.0,1.0,D,1.0,Wolves,3.0,3.2,2.2,L Mason,3.2,3.2,2.3,0,0,0,0,0,0,0,0,0,0,1,1,18.0,10.0,11.0,2.0,9.0,9.0,0,0,0,1,0.6,0.4,0.2,0.2,0.0,1.0
3800,7.0,15.0,0.0,12.0,2.0,2.0,West Ham,14/08/10,E0,0.0,3.0,H,16.0,15.0,0.0,23.0,11.0,0.0,2.0,H,1.0,Aston Villa,4.0,3.4,1.8,M Dean,4.33,3.25,1.91,0,0,0,0,0,0,0,0,0,1,2,0,16.0,12.0,12.0,8.0,11.0,4.0,0,2,0,1,0.4,0.6,0.0,0.6,0.6,0.4
3801,3.0,14.0,0.0,17.0,12.0,1.0,Everton,14/08/10,E0,0.0,1.0,H,1.0,19.0,0.0,7.0,2.0,0.0,1.0,H,2.0,Blackburn,2.5,3.2,2.55,P Dowd,2.5,3.2,2.88,1,1,0,0,0,0,2,1,3,11,0,0,9.0,21.0,3.0,13.0,5.0,14.0,1,0,0,2,1.0,0.8,0.6,0.8,0.2,0.8
3802,8.0,13.0,0.0,12.0,7.0,3.0,Fulham,14/08/10,E0,0.0,0.0,D,4.0,12.0,0.0,13.0,9.0,0.0,0.0,D,1.0,Bolton,3.0,3.2,2.2,S Attwell,3.5,3.2,2.15,1,0,0,0,0,0,1,0,1,0,0,2,14.0,5.0,8.0,2.0,3.0,2.0,1,0,0,3,0.4,0.4,0.0,0.6,0.4,0.6
3803,1.0,10.0,0.0,10.0,4.0,0.0,West Brom,14/08/10,E0,0.0,6.0,H,3.0,10.0,0.0,18.0,13.0,0.0,2.0,H,1.0,Chelsea,14.0,6.2,1.15,M Clattenburg,19.0,6.5,1.17,1,0,0,0,0,0,3,0,3,1,0,0,17.0,13.0,10.0,5.0,2.0,9.0,5,4,8,0,0.4,0.8,0.0,1.0,1.0,0.0
3804,6.0,10.0,0.0,13.0,7.0,3.0,Birmingham,14/08/10,E0,2.0,2.0,D,3.0,13.0,1.0,6.0,2.0,0.0,1.0,H,3.0,Sunderland,3.2,3.2,2.1,A Taylor,3.5,3.2,2.15,0,0,0,0,0,0,0,0,0,0,2,1,11.0,10.0,5.0,5.0,1.0,6.0,0,2,1,0,0.2,0.4,0.0,0.8,0.4,0.6
3805,3.0,16.0,0.0,11.0,7.0,2.0,Man City,14/08/10,E0,0.0,0.0,D,10.0,13.0,0.0,22.0,18.0,0.0,0.0,D,0.0,Tottenham,2.7,3.2,2.4,A Marriner,3.0,3.25,2.38,0,0,1,0,0,0,0,0,0,1,1,0,16.0,17.0,11.0,6.0,6.0,3.0,6,6,4,0,0.6,0.6,0.6,1.0,0.8,0.2
3806,4.0,11.0,0.0,9.0,7.0,1.0,Blackpool,14/08/10,E0,4.0,0.0,A,6.0,8.0,0.0,11.0,6.0,3.0,0.0,A,1.0,Wigan,3.7,3.3,1.9,M Halsey,5.0,3.4,1.75,0,0,0,0,0,0,0,0,0,0,1,0,4.0,0.0,3.0,0.0,3.0,0.0,0,0,0,0,0.0,0.2,0.0,0.6,0.0,0.0
3807,5.0,13.0,0.0,10.0,6.0,2.0,Stoke,14/08/10,E0,1.0,2.0,H,5.0,17.0,0.0,13.0,7.0,0.0,2.0,H,0.0,Wolves,2.8,3.2,2.3,L Probert,3.2,3.2,2.3,1,0,0,0,0,0,1,0,1,0,0,1,14.0,4.0,7.0,4.0,4.0,2.0,1,0,0,0,0.4,0.6,0.6,0.4,0.0,0.0
3808,11.0,15.0,1.0,14.0,7.0,3.0,Arsenal,15/08/10,E0,1.0,1.0,D,9.0,13.0,1.0,7.0,4.0,0.0,0.0,D,1.0,Liverpool,2.7,3.2,2.4,M Atkinson,2.88,3.2,2.5,0,1,0,0,0,0,0,1,1,1,0,0,19.0,16.0,7.0,11.0,6.0,5.0,0,0,0,2,0.4,0.6,0.4,0.8,0.2,0.8
3809,3.0,5.0,0.0,7.0,3.0,2.0,Newcastle,16/08/10,E0,0.0,3.0,H,5.0,9.0,0.0,18.0,10.0,0.0,2.0,H,2.0,Man United,11.0,5.3,1.22,C Foy,13.0,6.0,1.22,1,0,0,0,0,0,4,0,5,0,0,2,18.0,8.0,13.0,3.0,10.0,3.0,2,7,12,0,0.2,0.8,0.2,0.8,1.0,0.0
3810,2.0,3.0,1.0,3.0,1.0,0.0,Blackpool,21/08/10,E0,0.0,6.0,H,8.0,9.0,0.0,26.0,16.0,0.0,3.0,H,0.0,Arsenal,13.0,5.8,1.17,M Jones,17.0,7.0,1.17,0,1,0,0,0,0,0,1,2,1,0,0,14.0,9.0,7.0,7.0,11.0,4.0,1,0,0,0,1.0,0.4,1.0,1.0,0.0,0.0
3811,12.0,14.0,0.0,7.0,2.0,3.0,Blackburn,21/08/10,E0,1.0,2.0,H,4.0,13.0,0.0,10.0,7.0,0.0,0.0,D,2.0,Birmingham,2.8,3.2,2.3,M Oliver,3.1,3.2,2.3,0,1,0,0,0,0,0,3,1,4,0,0,13.0,7.0,7.0,2.0,6.0,1.0,1,4,0,1,0.8,0.2,0.4,1.0,0.6,0.4
3812,3.0,15.0,0.0,9.0,4.0,2.0,Wolves,21/08/10,E0,1.0,1.0,D,3.0,18.0,0.0,14.0,6.0,0.0,1.0,H,1.0,Everton,5.7,3.8,1.5,L Mason,7.5,3.75,1.5,0,1,0,0,0,0,0,2,0,2,1,0,17.0,13.0,12.0,7.0,3.0,5.0,2,1,0,1,0.6,0.8,0.4,1.0,0.5,0.5
3813,2.0,4.0,0.0,7.0,6.0,1.0,Tottenham,21/08/10,E0,2.0,1.0,A,6.0,15.0,0.0,15.0,10.0,2.0,1.0,A,3.0,Stoke,2.1,3.2,3.2,C Foy,2.25,3.2,3.3,0,0,0,0,0,0,0,0,0,1,2,0,10.0,22.0,6.0,18.0,5.0,10.0,0,0,0,1,0.6,0.2,0.4,0.4,0.5,0.5
3814,6.0,12.0,0.0,10.0,4.0,2.0,Sunderland,21/08/10,E0,0.0,1.0,H,4.0,16.0,0.0,11.0,5.0,0.0,0.0,D,2.0,West Brom,2.7,3.2,2.4,K Friend,2.9,3.1,2.5,0,0,0,0,0,0,0,0,0,1,1,0,10.0,6.0,4.0,2.0,1.0,3.0,0,1,1,0,0.4,0.4,0.2,0.4,0.5,0.5
3815,5.0,18.0,0.0,12.0,8.0,4.0,Bolton,21/08/10,E0,3.0,1.0,A,8.0,11.0,0.0,17.0,10.0,0.0,0.0,D,2.0,West Ham,2.9,3.3,2.2,A Marriner,3.3,3.2,2.25,0,0,0,0,0,0,0,0,0,2,1,0,12.0,13.0,2.0,9.0,7.0,4.0,0,0,0,5,0.4,0.4,0.2,0.4,0.0,1.0
3816,0.0,7.0,0.0,10.0,8.0,2.0,Chelsea,21/08/10,E0,6.0,0.0,A,0.0,12.0,0.0,17.0,12.0,1.0,0.0,A,1.0,Wigan,1.28,4.9,9.0,M Dean,1.25,5.5,12.0,0,1,0,0,0,0,0,4,0,4,2,0,11.0,18.0,6.0,13.0,6.0,3.0,0,1,0,1,0.8,0.2,0.8,0.6,0.2,0.8
3817,11.0,6.0,0.0,14.0,7.0,2.0,Man United,22/08/10,E0,2.0,2.0,D,5.0,7.0,0.0,16.0,8.0,1.0,0.0,A,2.0,Fulham,1.55,3.7,5.4,P Walton,1.62,3.6,6.0,0,1,0,0,0,0,0,5,1,6,0,0,12.0,18.0,7.0,10.0,8.0,5.0,0,2,0,1,1.0,0.4,0.8,0.6,0.4,0.6
3818,2.0,12.0,0.0,3.0,1.0,1.0,Aston Villa,22/08/10,E0,0.0,6.0,H,10.0,15.0,0.0,20.0,14.0,0.0,3.0,H,3.0,Newcastle,2.3,3.2,2.8,M Atkinson,2.4,3.1,3.1,0,1,0,0,0,0,0,1,0,1,3,0,7.0,23.0,3.0,11.0,3.0,16.0,0,2,0,1,0.6,0.2,0.6,0.2,0.4,0.6
3819,4.0,12.0,0.0,13.0,7.0,1.0,Liverpool,23/08/10,E0,0.0,3.0,H,5.0,13.0,0.0,8.0,3.0,0.0,1.0,H,1.0,Man City,2.7,3.2,2.4,P Dowd,3.1,3.1,2.4,0,0,0,0,0,0,0,0,2,2,0,0,11.0,7.0,7.0,4.0,3.0,9.0,0,0,0,5,0.6,0.6,0.4,0.6,0.0,1.0
3820,8.0,7.0,0.0,14.0,9.0,0.0,Arsenal,28/08/10,E0,2.0,1.0,A,4.0,9.0,0.0,15.0,7.0,1.0,1.0,D,1.0,Blackburn,1.6,3.6,5.0,C Foy,1.57,3.8,6.0,0,1,0,0,0,0,0,1,0,3,1,0,7.0,26.0,2.0,16.0,12.0,8.0,2,1,1,0,0.4,0.6,0.4,0.8,0.2,0.8
